week_period,week_start,week_end,official_holiday_days
2035-11-05/2035-11-11,2035-11-05,2035-11-11,0
2035-11-12/2035-11-18,2035-11-12,2035-11-18,0
2035-11-19/2035-11-25,2035-11-19,2035-11-25,1
2035-11-26/2035-12-02,2035-11-26,2035-12-02,1
2035-12-03/2035-12-09,2035-12-03,2035-12-09,1
2035-12-10/2035-12-16,2035-12-10,2035-12-16,0
2035-12-17/2035-12-23,2035-12-17,2035-12-23,0
2035-12-24/2035-12-30,2035-12-24,2035-12-30,1
2035-12-31/2036-01-06,2035-12-31,2036-01-06,0
2036-01-07/2036-01-13,2036-01-07,2036-01-13,0
2036-01-14/2036-01-20,2036-01-14,2036-01-20,0
2036-01-21/2036-01-27,2036-01-21,2036-01-27,0
2036-01-28/2036-02-03,2036-01-28,2036-02-03,0
2036-02-04/2036-02-10,2036-02-04,2036-02-10,1
2036-02-11/2036-02-17,2036-02-11,2036-02-17,2
2036-02-18/2036-02-24,2036-02-18,2036-02-24,0
2036-02-25/2036-03-02,2036-02-25,2036-03-02,0
2036-03-03/2036-03-09,2036-03-03,2036-03-09,2
2036-03-10/2036-03-16,2036-03-10,2036-03-16,0
2036-03-17/2036-03-23,2036-03-17,2036-03-23,5
2036-03-24/2036-03-30,2036-03-24,2036-03-30,0
2036-03-31/2036-04-06,2036-03-31,2036-04-06,2
2036-04-07/2036-04-13,2036-04-07,2036-04-13,0
2036-04-14/2036-04-20,2036-04-14,2036-04-20,1
2036-04-21/2036-04-27,2036-04-21,2036-04-27,2
2036-04-28/2036-05-04,2036-04-28,2036-05-04,0
2036-05-05/2036-05-11,2036-05-05,2036-05-11,1
2036-05-12/2036-05-18,2036-05-12,2036-05-18,1
2036-05-19/2036-05-25,2036-05-19,2036-05-25,0
2036-05-26/2036-06-01,2036-05-26,2036-06-01,0
2036-06-02/2036-06-08,2036-06-02,2036-06-08,2
2036-06-09/2036-06-15,2036-06-09,2036-06-15,0
2036-06-16/2036-06-22,2036-06-16,2036-06-22,0
2036-06-23/2036-06-29,2036-06-23,2036-06-29,0
2036-06-30/2036-07-06,2036-06-30,2036-07-06,0
2036-07-07/2036-07-13,2036-07-07,2036-07-13,0
2036-07-14/2036-07-20,2036-07-14,2036-07-20,0
2036-07-21/2036-07-27,2036-07-21,2036-07-27,1
2036-07-28/2036-08-03,2036-07-28,2036-08-03,0
2036-08-04/2036-08-10,2036-08-04,2036-08-10,0
2036-08-11/2036-08-17,2036-08-11,2036-08-17,0
2036-08-18/2036-08-24,2036-08-18,2036-08-24,0
2036-08-25/2036-08-31,2036-08-25,2036-08-31,0
2036-09-01/2036-09-07,2036-09-01,2036-09-07,1
2036-09-08/2036-09-14,2036-09-08,2036-09-14,0
2036-09-15/2036-09-21,2036-09-15,2036-09-21,1
2036-09-22/2036-09-28,2036-09-22,2036-09-28,0
2036-09-29/2036-10-05,2036-09-29,2036-10-05,0
2036-10-06/2036-10-12,2036-10-06,2036-10-12,1
2036-10-13/2036-10-19,2036-10-13,2036-10-19,0
2036-10-20/2036-10-26,2036-10-20,2036-10-26,0
2036-10-27/2036-11-02,2036-10-27,2036-11-02,0
2036-11-03/2036-11-09,2036-11-03,2036-11-09,0
2036-11-10/2036-11-16,2036-11-10,2036-11-16,1
2036-11-17/2036-11-23,2036-11-17,2036-11-23,2
2036-11-24/2036-11-30,2036-11-24,2036-11-30,0
2036-12-01/2036-12-07,2036-12-01,2036-12-07,0
2036-12-08/2036-12-14,2036-12-08,2036-12-14,1
2036-12-15/2036-12-21,2036-12-15,2036-12-21,0
2036-12-22/2036-12-28,2036-12-22,2036-12-28,0
2036-12-29/2037-01-04,2036-12-29,2037-01-04,0
2037-01-05/2037-01-11,2037-01-05,2037-01-11,0
2037-01-12/2037-01-18,2037-01-12,2037-01-18,0
2037-01-19/2037-01-25,2037-01-19,2037-01-25,0
2037-01-26/2037-02-01,2037-01-26,2037-02-01,1
2037-02-02/2037-02-08,2037-02-02,2037-02-08,1
2037-02-09/2037-02-15,2037-02-09,2037-02-15,1
2037-02-16/2037-02-22,2037-02-16,2037-02-22,0
2037-02-23/2037-03-01,2037-02-23,2037-03-01,2
2037-03-02/2037-03-08,2037-03-02,2037-03-08,0
2037-03-09/2037-03-15,2037-03-09,2037-03-15,0
2037-03-16/2037-03-22,2037-03-16,2037-03-22,4
2037-03-23/2037-03-29,2037-03-23,2037-03-29,1
2037-03-30/2037-04-05,2037-03-30,2037-04-05,2
2037-04-06/2037-04-12,2037-04-06,2037-04-12,1
2037-04-13/2037-04-19,2037-04-13,2037-04-19,2
2037-04-20/2037-04-26,2037-04-20,2037-04-26,1
2037-04-27/2037-05-03,2037-04-27,2037-05-03,0
2037-05-04/2037-05-10,2037-05-04,2037-05-10,1
2037-05-11/2037-05-17,2037-05-11,2037-05-17,0
2037-05-18/2037-05-24,2037-05-18,2037-05-24,0
2037-05-25/2037-05-31,2037-05-25,2037-05-31,0
2037-06-01/2037-06-07,2037-06-01,2037-06-07,2
2037-06-08/2037-06-14,2037-06-08,2037-06-14,0
2037-06-15/2037-06-21,2037-06-15,2037-06-21,0
2037-06-22/2037-06-28,2037-06-22,2037-06-28,0
2037-06-29/2037-07-05,2037-06-29,2037-07-05,0
2037-07-06/2037-07-12,2037-07-06,2037-07-12,0
2037-07-13/2037-07-19,2037-07-13,2037-07-19,1
2037-07-20/2037-07-26,2037-07-20,2037-07-26,0
2037-07-27/2037-08-02,2037-07-27,2037-08-02,0
2037-08-03/2037-08-09,2037-08-03,2037-08-09,0
2037-08-10/2037-08-16,2037-08-10,2037-08-16,0
2037-08-17/2037-08-23,2037-08-17,2037-08-23,0
2037-08-24/2037-08-30,2037-08-24,2037-08-30,1
2037-08-31/2037-09-06,2037-08-31,2037-09-06,0
2037-09-07/2037-09-13,2037-09-07,2037-09-13,1
2037-09-14/2037-09-20,2037-09-14,2037-09-20,0
2037-09-21/2037-09-27,2037-09-21,2037-09-27,1
2037-09-28/2037-10-04,2037-09-28,2037-10-04,0
2037-10-05/2037-10-11,2037-10-05,2037-10-11,0
2037-10-12/2037-10-18,2037-10-12,2037-10-18,0
2037-10-19/2037-10-25,2037-10-19,2037-10-25,0
2037-10-26/2037-11-01,2037-10-26,2037-11-01,1
2037-11-02/2037-11-08,2037-11-02,2037-11-08,0
2037-11-09/2037-11-15,2037-11-09,2037-11-15,2
2037-11-16/2037-11-22,2037-11-16,2037-11-22,0
2037-11-23/2037-11-29,2037-11-23,2037-11-29,0
2037-11-30/2037-12-06,2037-11-30,2037-12-06,1
2037-12-07/2037-12-13,2037-12-07,2037-12-13,0
2037-12-14/2037-12-20,2037-12-14,2037-12-20,0
2037-12-21/2037-12-27,2037-12-21,2037-12-27,0
2037-12-28/2038-01-03,2037-12-28,2038-01-03,0
2038-01-04/2038-01-10,2038-01-04,2038-01-10,0
2038-01-11/2038-01-17,2038-01-11,2038-01-17,1
2038-01-18/2038-01-24,2038-01-18,2038-01-24,0
2038-01-25/2038-01-31,2038-01-25,2038-01-31,1
2038-02-01/2038-02-07,2038-02-01,2038-02-07,0
2038-02-08/2038-02-14,2038-02-08,2038-02-14,2
2038-02-15/2038-02-21,2038-02-15,2038-02-21,1
2038-02-22/2038-02-28,2038-02-22,2038-02-28,0
2038-03-01/2038-03-07,2038-03-01,2038-03-07,0
2038-03-08/2038-03-14,2038-03-08,2038-03-14,0
2038-03-15/2038-03-21,2038-03-15,2038-03-21,3
2038-03-22/2038-03-28,2038-03-22,2038-03-28,4
2038-03-29/2038-04-04,2038-03-29,2038-04-04,3
2038-04-05/2038-04-11,2038-04-05,2038-04-11,1
2038-04-12/2038-04-18,2038-04-12,2038-04-18,1
2038-04-19/2038-04-25,2038-04-19,2038-04-25,1
2038-04-26/2038-05-02,2038-04-26,2038-05-02,0
2038-05-03/2038-05-09,2038-05-03,2038-05-09,0
2038-05-10/2038-05-16,2038-05-10,2038-05-16,0
2038-05-17/2038-05-23,2038-05-17,2038-05-23,0
2038-05-24/2038-05-30,2038-05-24,2038-05-30,0
2038-05-31/2038-06-06,2038-05-31,2038-06-06,2
2038-06-07/2038-06-13,2038-06-07,2038-06-13,0
2038-06-14/2038-06-20,2038-06-14,2038-06-20,0
2038-06-21/2038-06-27,2038-06-21,2038-06-27,0
2038-06-28/2038-07-04,2038-06-28,2038-07-04,0
2038-07-05/2038-07-11,2038-07-05,2038-07-11,1
2038-07-12/2038-07-18,2038-07-12,2038-07-18,0
2038-07-19/2038-07-25,2038-07-19,2038-07-25,0
2038-07-26/2038-08-01,2038-07-26,2038-08-01,0
2038-08-02/2038-08-08,2038-08-02,2038-08-08,0
2038-08-09/2038-08-15,2038-08-09,2038-08-15,1
2038-08-16/2038-08-22,2038-08-16,2038-08-22,0
2038-08-23/2038-08-29,2038-08-23,2038-08-29,1
2038-08-30/2038-09-05,2038-08-30,2038-09-05,0
2038-09-06/2038-09-12,2038-09-06,2038-09-12,0
2038-09-13/2038-09-19,2038-09-13,2038-09-19,1
2038-09-20/2038-09-26,2038-09-20,2038-09-26,0
2038-09-27/2038-10-03,2038-09-27,2038-10-03,0
2038-10-04/2038-10-10,2038-10-04,2038-10-10,0
2038-10-11/2038-10-17,2038-10-11,2038-10-17,0
2038-10-18/2038-10-24,2038-10-18,2038-10-24,1
2038-10-25/2038-10-31,2038-10-25,2038-10-31,2
2038-11-01/2038-11-07,2038-11-01,2038-11-07,0
2038-11-08/2038-11-14,2038-11-08,2038-11-14,0
2038-11-15/2038-11-21,2038-11-15,2038-11-21,0
2038-11-22/2038-11-28,2038-11-22,2038-11-28,1
2038-11-29/2038-12-05,2038-11-29,2038-12-05,0
2038-12-06/2038-12-12,2038-12-06,2038-12-12,0
2038-12-13/2038-12-19,2038-12-13,2038-12-19,0
2038-12-20/2038-12-26,2038-12-20,2038-12-26,0
2038-12-27/2039-01-02,2038-12-27,2039-01-02,0
2039-01-03/2039-01-09,2039-01-03,2039-01-09,1
2039-01-10/2039-01-16,2039-01-10,2039-01-16,1
2039-01-17/2039-01-23,2039-01-17,2039-01-23,0
2039-01-24/2039-01-30,2039-01-24,2039-01-30,0
2039-01-31/2039-02-06,2039-01-31,2039-02-06,2
2039-02-07/2039-02-13,2039-02-07,2039-02-13,1
2039-02-14/2039-02-20,2039-02-14,2039-02-20,0
2039-02-21/2039-02-27,2039-02-21,2039-02-27,0
2039-02-28/2039-03-06,2039-02-28,2039-03-06,0
2039-03-07/2039-03-13,2039-03-07,2039-03-13,0
2039-03-14/2039-03-20,2039-03-14,2039-03-20,2
2039-03-21/2039-03-27,2039-03-21,2039-03-27,5
2039-03-28/2039-04-03,2039-03-28,2039-04-03,3
2039-04-04/2039-04-10,2039-04-04,2039-04-10,0
2039-04-11/2039-04-17,2039-04-11,2039-04-17,1
2039-04-18/2039-04-24,2039-04-18,2039-04-24,0
2039-04-25/2039-05-01,2039-04-25,2039-05-01,0
2039-05-02/2039-05-08,2039-05-02,2039-05-08,0
2039-05-09/2039-05-15,2039-05-09,2039-05-15,0
2039-05-16/2039-05-22,2039-05-16,2039-05-22,0
2039-05-23/2039-05-29,2039-05-23,2039-05-29,0
2039-05-30/2039-06-05,2039-05-30,2039-06-05,2
2039-06-06/2039-06-12,2039-06-06,2039-06-12,0
2039-06-13/2039-06-19,2039-06-13,2039-06-19,0
2039-06-20/2039-06-26,2039-06-20,2039-06-26,1
2039-06-27/2039-07-03,2039-06-27,2039-07-03,0
2039-07-04/2039-07-10,2039-07-04,2039-07-10,0
2039-07-11/2039-07-17,2039-07-11,2039-07-17,0
2039-07-18/2039-07-24,2039-07-18,2039-07-24,0
2039-07-25/2039-07-31,2039-07-25,2039-07-31,0
2039-08-01/2039-08-07,2039-08-01,2039-08-07,1
2039-08-08/2039-08-14,2039-08-08,2039-08-14,0
2039-08-15/2039-08-21,2039-08-15,2039-08-21,1
2039-08-22/2039-08-28,2039-08-22,2039-08-28,0
2039-08-29/2039-09-04,2039-08-29,2039-09-04,0
2039-09-05/2039-09-11,2039-09-05,2039-09-11,1
2039-09-12/2039-09-18,2039-09-12,2039-09-18,0
2039-09-19/2039-09-25,2039-09-19,2039-09-25,0
2039-09-26/2039-10-02,2039-09-26,2039-10-02,0
2039-10-03/2039-10-09,2039-10-03,2039-10-09,0
2039-10-10/2039-10-16,2039-10-10,2039-10-16,1
2039-10-17/2039-10-23,2039-10-17,2039-10-23,2
2039-10-24/2039-10-30,2039-10-24,2039-10-30,0
2039-10-31/2039-11-06,2039-10-31,2039-11-06,0
2039-11-07/2039-11-13,2039-11-07,2039-11-13,1
2039-11-14/2039-11-20,2039-11-14,2039-11-20,0
2039-11-21/2039-11-27,2039-11-21,2039-11-27,0
2039-11-28/2039-12-04,2039-11-28,2039-12-04,0
2039-12-05/2039-12-11,2039-12-05,2039-12-11,0
2039-12-12/2039-12-18,2039-12-12,2039-12-18,0
2039-12-19/2039-12-25,2039-12-19,2039-12-25,0
2039-12-26/2040-01-01,2039-12-26,2040-01-01,1
2040-01-02/2040-01-08,2040-01-02,2040-01-08,1
2040-01-09/2040-01-15,2040-01-09,2040-01-15,0
2040-01-16/2040-01-22,2040-01-16,2040-01-22,0
2040-01-23/2040-01-29,2040-01-23,2040-01-29,2
2040-01-30/2040-02-05,2040-01-30,2040-02-05,0
2040-02-06/2040-02-12,2040-02-06,2040-02-12,1
2040-02-13/2040-02-19,2040-02-13,2040-02-19,0
2040-02-20/2040-02-26,2040-02-20,2040-02-26,0
2040-02-27/2040-03-04,2040-02-27,2040-03-04,0
2040-03-05/2040-03-11,2040-03-05,2040-03-11,1
2040-03-12/2040-03-18,2040-03-12,2040-03-18,2
2040-03-19/2040-03-25,2040-03-19,2040-03-25,5
2040-03-26/2040-04-01,2040-03-26,2040-04-01,2
2040-04-02/2040-04-08,2040-04-02,2040-04-08,0
2040-04-09/2040-04-15,2040-04-09,2040-04-15,0
2040-04-16/2040-04-22,2040-04-16,2040-04-22,0
2040-04-23/2040-04-29,2040-04-23,2040-04-29,0
2040-04-30/2040-05-06,2040-04-30,2040-05-06,0
2040-05-07/2040-05-13,2040-05-07,2040-05-13,0
2040-05-14/2040-05-20,2040-05-14,2040-05-20,0
2040-05-21/2040-05-27,2040-05-21,2040-05-27,0
2040-05-28/2040-06-03,2040-05-28,2040-06-03,1
2040-06-04/2040-06-10,2040-06-04,2040-06-10,1
2040-06-11/2040-06-17,2040-06-11,2040-06-17,1
2040-06-18/2040-06-24,2040-06-18,2040-06-24,0
2040-06-25/2040-07-01,2040-06-25,2040-07-01,0
2040-07-02/2040-07-08,2040-07-02,2040-07-08,0
2040-07-09/2040-07-15,2040-07-09,2040-07-15,0
2040-07-16/2040-07-22,2040-07-16,2040-07-22,0
2040-07-23/2040-07-29,2040-07-23,2040-07-29,1
2040-07-30/2040-08-05,2040-07-30,2040-08-05,0
2040-08-06/2040-08-12,2040-08-06,2040-08-12,1
2040-08-13/2040-08-19,2040-08-13,2040-08-19,0
2040-08-20/2040-08-26,2040-08-20,2040-08-26,1
2040-08-27/2040-09-02,2040-08-27,2040-09-02,0
2040-09-03/2040-09-09,2040-09-03,2040-09-09,0
2040-09-10/2040-09-16,2040-09-10,2040-09-16,0
2040-09-17/2040-09-23,2040-09-17,2040-09-23,0
2040-09-24/2040-09-30,2040-09-24,2040-09-30,1
2040-10-01/2040-10-07,2040-10-01,2040-10-07,0
2040-10-08/2040-10-14,2040-10-08,2040-10-14,2
2040-10-15/2040-10-21,2040-10-15,2040-10-21,0
2040-10-22/2040-10-28,2040-10-22,2040-10-28,0
2040-10-29/2040-11-04,2040-10-29,2040-11-04,1
2040-11-05/2040-11-11,2040-11-05,2040-11-11,0
2040-11-12/2040-11-18,2040-11-12,2040-11-18,0
2040-11-19/2040-11-25,2040-11-19,2040-11-25,0
2040-11-26/2040-12-02,2040-11-26,2040-12-02,0
2040-12-03/2040-12-09,2040-12-03,2040-12-09,0
2040-12-10/2040-12-16,2040-12-10,2040-12-16,1
2040-12-17/2040-12-23,2040-12-17,2040-12-23,1
2040-12-24/2040-12-30,2040-12-24,2040-12-30,0
2040-12-31/2041-01-06,2040-12-31,2041-01-06,0
2041-01-07/2041-01-13,2041-01-07,2041-01-13,1
2041-01-14/2041-01-20,2041-01-14,2041-01-20,1
2041-01-21/2041-01-27,2041-01-21,2041-01-27,0
2041-01-28/2041-02-03,2041-01-28,2041-02-03,0
2041-02-04/2041-02-10,2041-02-04,2041-02-10,1
2041-02-11/2041-02-17,2041-02-11,2041-02-17,0
2041-02-18/2041-02-24,2041-02-18,2041-02-24,1
2041-02-25/2041-03-03,2041-02-25,2041-03-03,1
2041-03-04/2041-03-10,2041-03-04,2041-03-10,1
2041-03-11/2041-03-17,2041-03-11,2041-03-17,1
2041-03-18/2041-03-24,2041-03-18,2041-03-24,5
2041-03-25/2041-03-31,2041-03-25,2041-03-31,1
2041-04-01/2041-04-07,2041-04-01,2041-04-07,1
2041-04-08/2041-04-14,2041-04-08,2041-04-14,0
2041-04-15/2041-04-21,2041-04-15,2041-04-21,0
2041-04-22/2041-04-28,2041-04-22,2041-04-28,0
2041-04-29/2041-05-05,2041-04-29,2041-05-05,0
2041-05-06/2041-05-12,2041-05-06,2041-05-12,0
2041-05-13/2041-05-19,2041-05-13,2041-05-19,0
2041-05-20/2041-05-26,2041-05-20,2041-05-26,0
2041-05-27/2041-06-02,2041-05-27,2041-06-02,0
2041-06-03/2041-06-09,2041-06-03,2041-06-09,2
2041-06-10/2041-06-16,2041-06-10,2041-06-16,1
2041-06-17/2041-06-23,2041-06-17,2041-06-23,0
2041-06-24/2041-06-30,2041-06-24,2041-06-30,0
2041-07-01/2041-07-07,2041-07-01,2041-07-07,0
2041-07-08/2041-07-14,2041-07-08,2041-07-14,0
2041-07-15/2041-07-21,2041-07-15,2041-07-21,0
2041-07-22/2041-07-28,2041-07-22,2041-07-28,1
2041-07-29/2041-08-04,2041-07-29,2041-08-04,0
2041-08-05/2041-08-11,2041-08-05,2041-08-11,1
2041-08-12/2041-08-18,2041-08-12,2041-08-18,0
2041-08-19/2041-08-25,2041-08-19,2041-08-25,1
2041-08-26/2041-09-01,2041-08-26,2041-09-01,0
2041-09-02/2041-09-08,2041-09-02,2041-09-08,0
2041-09-09/2041-09-15,2041-09-09,2041-09-15,0
2041-09-16/2041-09-22,2041-09-16,2041-09-22,0
2041-09-23/2041-09-29,2041-09-23,2041-09-29,1
2041-09-30/2041-10-06,2041-09-30,2041-10-06,0
2041-10-07/2041-10-13,2041-10-07,2041-10-13,2
2041-10-14/2041-10-20,2041-10-14,2041-10-20,0
2041-10-21/2041-10-27,2041-10-21,2041-10-27,0
2041-10-28/2041-11-03,2041-10-28,2041-11-03,1
2041-11-04/2041-11-10,2041-11-04,2041-11-10,0
2041-11-11/2041-11-17,2041-11-11,2041-11-17,0
2041-11-18/2041-11-24,2041-11-18,2041-11-24,0
2041-11-25/2041-12-01,2041-11-25,2041-12-01,0
2041-12-02/2041-12-08,2041-12-02,2041-12-08,0
2041-12-09/2041-12-15,2041-12-09,2041-12-15,1
2041-12-16/2041-12-22,2041-12-16,2041-12-22,0
2041-12-23/2041-12-29,2041-12-23,2041-12-29,1
2041-12-30/2042-01-05,2041-12-30,2042-01-05,0
2042-01-06/2042-01-12,2042-01-06,2042-01-12,0
2042-01-13/2042-01-19,2042-01-13,2042-01-19,2
2042-01-20/2042-01-26,2042-01-20,2042-01-26,0
2042-01-27/2042-02-02,2042-01-27,2042-02-02,0
2042-02-03/2042-02-09,2042-02-03,2042-02-09,0
2042-02-10/2042-02-16,2042-02-10,2042-02-16,1
2042-02-17/2042-02-23,2042-02-17,2042-02-23,1
2042-02-24/2042-03-02,2042-02-24,2042-03-02,1
2042-03-03/2042-03-09,2042-03-03,2042-03-09,1
2042-03-10/2042-03-16,2042-03-10,2042-03-16,1
2042-03-17/2042-03-23,2042-03-17,2042-03-23,4
2042-03-24/2042-03-30,2042-03-24,2042-03-30,1
2042-03-31/2042-04-06,2042-03-31,2042-04-06,2
2042-04-07/2042-04-13,2042-04-07,2042-04-13,0
2042-04-14/2042-04-20,2042-04-14,2042-04-20,0
2042-04-21/2042-04-27,2042-04-21,2042-04-27,0
2042-04-28/2042-05-04,2042-04-28,2042-05-04,0
2042-05-05/2042-05-11,2042-05-05,2042-05-11,0
2042-05-12/2042-05-18,2042-05-12,2042-05-18,0
2042-05-19/2042-05-25,2042-05-19,2042-05-25,1
2042-05-26/2042-06-01,2042-05-26,2042-06-01,0
2042-06-02/2042-06-08,2042-06-02,2042-06-08,2
2042-06-09/2042-06-15,2042-06-09,2042-06-15,0
2042-06-16/2042-06-22,2042-06-16,2042-06-22,0
2042-06-23/2042-06-29,2042-06-23,2042-06-29,0
2042-06-30/2042-07-06,2042-06-30,2042-07-06,1
2042-07-07/2042-07-13,2042-07-07,2042-07-13,0
2042-07-14/2042-07-20,2042-07-14,2042-07-20,1
2042-07-21/2042-07-27,2042-07-21,2042-07-27,0
2042-07-28/2042-08-03,2042-07-28,2042-08-03,1
2042-08-04/2042-08-10,2042-08-04,2042-08-10,0
2042-08-11/2042-08-17,2042-08-11,2042-08-17,0
2042-08-18/2042-08-24,2042-08-18,2042-08-24,0
2042-08-25/2042-08-31,2042-08-25,2042-08-31,0
2042-09-01/2042-09-07,2042-09-01,2042-09-07,1
2042-09-08/2042-09-14,2042-09-08,2042-09-14,0
2042-09-15/2042-09-21,2042-09-15,2042-09-21,2
2042-09-22/2042-09-28,2042-09-22,2042-09-28,0
2042-09-29/2042-10-05,2042-09-29,2042-10-05,0
2042-10-06/2042-10-12,2042-10-06,2042-10-12,1
2042-10-13/2042-10-19,2042-10-13,2042-10-19,0
2042-10-20/2042-10-26,2042-10-20,2042-10-26,0
2042-10-27/2042-11-02,2042-10-27,2042-11-02,0
2042-11-03/2042-11-09,2042-11-03,2042-11-09,0
2042-11-10/2042-11-16,2042-11-10,2042-11-16,0
2042-11-17/2042-11-23,2042-11-17,2042-11-23,0
2042-11-24/2042-11-30,2042-11-24,2042-11-30,1
2042-12-01/2042-12-07,2042-12-01,2042-12-07,1
2042-12-08/2042-12-14,2042-12-08,2042-12-14,0
2042-12-15/2042-12-21,2042-12-15,2042-12-21,0
2042-12-22/2042-12-28,2042-12-22,2042-12-28,2
2042-12-29/2043-01-04,2042-12-29,2043-01-04,0
2043-01-05/2043-01-11,2043-01-05,2043-01-11,0
2043-01-12/2043-01-18,2043-01-12,2043-01-18,0
2043-01-19/2043-01-25,2043-01-19,2043-01-25,0
2043-01-26/2043-02-01,2043-01-26,2043-02-01,1
2043-02-02/2043-02-08,2043-02-02,2043-02-08,0
2043-02-09/2043-02-15,2043-02-09,2043-02-15,2
2043-02-16/2043-02-22,2043-02-16,2043-02-22,1
2043-02-23/2043-03-01,2043-02-23,2043-03-01,1
2043-03-02/2043-03-08,2043-03-02,2043-03-08,0
2043-03-09/2043-03-15,2043-03-09,2043-03-15,0
2043-03-16/2043-03-22,2043-03-16,2043-03-22,3
2043-03-23/2043-03-29,2043-03-23,2043-03-29,2
2043-03-30/2043-04-05,2043-03-30,2043-04-05,2
2043-04-06/2043-04-12,2043-04-06,2043-04-12,0
2043-04-13/2043-04-19,2043-04-13,2043-04-19,0
2043-04-20/2043-04-26,2043-04-20,2043-04-26,0
2043-04-27/2043-05-03,2043-04-27,2043-05-03,0
2043-05-04/2043-05-10,2043-05-04,2043-05-10,0
2043-05-11/2043-05-17,2043-05-11,2043-05-17,1
2043-05-18/2043-05-24,2043-05-18,2043-05-24,0
2043-05-25/2043-05-31,2043-05-25,2043-05-31,0
2043-06-01/2043-06-07,2043-06-01,2043-06-07,2
2043-06-08/2043-06-14,2043-06-08,2043-06-14,0
2043-06-15/2043-06-21,2043-06-15,2043-06-21,1
2043-06-22/2043-06-28,2043-06-22,2043-06-28,0
2043-06-29/2043-07-05,2043-06-29,2043-07-05,1
2043-07-06/2043-07-12,2043-07-06,2043-07-12,0
2043-07-13/2043-07-19,2043-07-13,2043-07-19,0
2043-07-20/2043-07-26,2043-07-20,2043-07-26,1
2043-07-27/2043-08-02,2043-07-27,2043-08-02,0
2043-08-03/2043-08-09,2043-08-03,2043-08-09,0
2043-08-10/2043-08-16,2043-08-10,2043-08-16,0
2043-08-17/2043-08-23,2043-08-17,2043-08-23,0
2043-08-24/2043-08-30,2043-08-24,2043-08-30,1
2043-08-31/2043-09-06,2043-08-31,2043-09-06,2
2043-09-07/2043-09-13,2043-09-07,2043-09-13,0
2043-09-14/2043-09-20,2043-09-14,2043-09-20,0
2043-09-21/2043-09-27,2043-09-21,2043-09-27,0
2043-09-28/2043-10-04,2043-09-28,2043-10-04,1
2043-10-05/2043-10-11,2043-10-05,2043-10-11,0
2043-10-12/2043-10-18,2043-10-12,2043-10-18,0
2043-10-19/2043-10-25,2043-10-19,2043-10-25,0
2043-10-26/2043-11-01,2043-10-26,2043-11-01,0
2043-11-02/2043-11-08,2043-11-02,2043-11-08,0
2043-11-09/2043-11-15,2043-11-09,2043-11-15,1
2043-11-16/2043-11-22,2043-11-16,2043-11-22,1
2043-11-23/2043-11-29,2043-11-23,2043-11-29,0
2043-11-30/2043-12-06,2043-11-30,2043-12-06,0
2043-12-07/2043-12-13,2043-12-07,2043-12-13,2
2043-12-14/2043-12-20,2043-12-14,2043-12-20,0
2043-12-21/2043-12-27,2043-12-21,2043-12-27,0
2043-12-28/2044-01-03,2043-12-28,2044-01-03,0
2044-01-04/2044-01-10,2044-01-04,2044-01-10,0
2044-01-11/2044-01-17,2044-01-11,2044-01-17,0
2044-01-18/2044-01-24,2044-01-18,2044-01-24,1
2044-01-25/2044-01-31,2044-01-25,2044-01-31,2
2044-02-01/2044-02-07,2044-02-01,2044-02-07,0
2044-02-08/2044-02-14,2044-02-08,2044-02-14,2
2044-02-15/2044-02-21,2044-02-15,2044-02-21,1
2044-02-22/2044-02-28,2044-02-22,2044-02-28,0
2044-02-29/2044-03-06,2044-02-29,2044-03-06,0
2044-03-07/2044-03-13,2044-03-07,2044-03-13,0
2044-03-14/2044-03-20,2044-03-14,2044-03-20,2
2044-03-21/2044-03-27,2044-03-21,2044-03-27,3
2044-03-28/2044-04-03,2044-03-28,2044-04-03,2
2044-04-04/2044-04-10,2044-04-04,2044-04-10,0
2044-04-11/2044-04-17,2044-04-11,2044-04-17,0
2044-04-18/2044-04-24,2044-04-18,2044-04-24,0
2044-04-25/2044-05-01,2044-04-25,2044-05-01,0
2044-05-02/2044-05-08,2044-05-02,2044-05-08,1
2044-05-09/2044-05-15,2044-05-09,2044-05-15,0
2044-05-16/2044-05-22,2044-05-16,2044-05-22,0
2044-05-23/2044-05-29,2044-05-23,2044-05-29,0
2044-05-30/2044-06-05,2044-05-30,2044-06-05,2
2044-06-06/2044-06-12,2044-06-06,2044-06-12,1
2044-06-13/2044-06-19,2044-06-13,2044-06-19,0
2044-06-20/2044-06-26,2044-06-20,2044-06-26,1
2044-06-27/2044-07-03,2044-06-27,2044-07-03,0
2044-07-04/2044-07-10,2044-07-04,2044-07-10,0
2044-07-11/2044-07-17,2044-07-11,2044-07-17,1
2044-07-18/2044-07-24,2044-07-18,2044-07-24,0
2044-07-25/2044-07-31,2044-07-25,2044-07-31,0
2044-08-01/2044-08-07,2044-08-01,2044-08-07,0
2044-08-08/2044-08-14,2044-08-08,2044-08-14,0
2044-08-15/2044-08-21,2044-08-15,2044-08-21,1
2044-08-22/2044-08-28,2044-08-22,2044-08-28,2
2044-08-29/2044-09-04,2044-08-29,2044-09-04,0
2044-09-05/2044-09-11,2044-09-05,2044-09-11,0
2044-09-12/2044-09-18,2044-09-12,2044-09-18,1
2044-09-19/2044-09-25,2044-09-19,2044-09-25,0
2044-09-26/2044-10-02,2044-09-26,2044-10-02,0
2044-10-03/2044-10-09,2044-10-03,2044-10-09,0
